scenario,type,window,range,outside_support_share,transactions_affected,predictor,target,predicted,truth
gateway_b outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,782,independent_ml,success_rate_delta_pp,-0.15922480921159998,-2.408054638150503
gateway_b outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,782,independent_ml,timeout_rate_delta_pp,0.20776166249569117,2.4433257447013177
gateway_b outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,782,independent_ml,failures_delta,49.65744124882167,750.9999999999973
gateway_b outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,782,independent_ml,gmv_at_risk,117299.69848478306,2291414.12
gateway_b outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,782,independent_ml,p95_latency_delta_ms,67.28533316248922,996.0
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,rule_baseline,success_rate_delta_pp,-0.3717686445803503,-0.37515631513129755
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,rule_baseline,timeout_rate_delta_pp,0.20304051487904062,0.37515631513130465
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,rule_baseline,failures_delta,115.94348718527385,116.99999999999773
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,rule_baseline,gmv_at_risk,398816.052132098,361939.20999999996
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,rule_baseline,p95_latency_delta_ms,0.0,106.0
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,independent_ml,success_rate_delta_pp,-0.028193487508787474,-0.37515631513129755
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,independent_ml,timeout_rate_delta_pp,0.034613311826482,0.37515631513130465
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,independent_ml,failures_delta,8.792702949365548,116.99999999999773
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,independent_ml,gmv_at_risk,24616.431233174168,361939.20999999996
gateway_c outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,118,independent_ml,p95_latency_delta_ms,3.7367655149409984,106.0
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,rule_baseline,success_rate_delta_pp,-1.4892785125633967,-1.487799403597645
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,rule_baseline,timeout_rate_delta_pp,0.8156951577281776,1.494212332061436
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,rule_baseline,failures_delta,464.46128971314647,463.9999999999975
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,rule_baseline,gmv_at_risk,1736701.9121140633,1667248.3499999996
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,rule_baseline,p95_latency_delta_ms,0.0,529.0
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,independent_ml,success_rate_delta_pp,-0.11011029220872048,-1.487799403597645
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,independent_ml,timeout_rate_delta_pp,0.1370230428922514,1.494212332061436
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,independent_ml,failures_delta,34.34009683113368,463.9999999999975
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,independent_ml,gmv_at_risk,100274.88693468552,1667248.3499999996
gateway_c outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,479,independent_ml,p95_latency_delta_ms,12.964200868351327,529.0
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,rule_baseline,success_rate_delta_pp,-0.15438254407464935,-0.15391028313078703
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,rule_baseline,timeout_rate_delta_pp,0.09364019111446006,0.15391028313079172
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,rule_baseline,failures_delta,48.147284020560846,47.999999999998636
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,rule_baseline,gmv_at_risk,107711.07809310034,107123.47999999952
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,rule_baseline,p95_latency_delta_ms,0.0,44.0
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,independent_ml,success_rate_delta_pp,-0.027635693085381607,-0.15391028313078703
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,independent_ml,timeout_rate_delta_pp,0.028111203967481554,0.15391028313079172
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,independent_ml,failures_delta,8.618743602537961,47.999999999998636
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,independent_ml,gmv_at_risk,14370.21618169453,107123.47999999952
gateway_d outage 15m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,49,independent_ml,p95_latency_delta_ms,16.03794423574527,44.0
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,rule_baseline,success_rate_delta_pp,-0.6408049919627512,-0.6412928463782941
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,rule_baseline,timeout_rate_delta_pp,0.3900972781054774,0.6444993106101902
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,rule_baseline,failures_delta,199.8478528434232,199.99999999999864
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,rule_baseline,gmv_at_risk,501412.4891187083,490217.2999999998
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,rule_baseline,p95_latency_delta_ms,0.0,188.0
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,independent_ml,success_rate_delta_pp,-0.1111546333994351,-0.6412928463782941
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,independent_ml,timeout_rate_delta_pp,0.11426825119607784,0.6444993106101902
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,independent_ml,failures_delta,34.66579551828181,199.99999999999864
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,independent_ml,gmv_at_risk,71863.2116509378,490217.2999999998
gateway_d outage 60m at 19:00,gateway_outage,2026-01-28,out_of_range,1.0,206,independent_ml,p95_latency_delta_ms,58.643011480018686,188.0
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,rule_baseline,success_rate_delta_pp,0.009426920076383016,0.06048248419746605
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,rule_baseline,timeout_rate_delta_pp,-0.0027590493304589098,-0.022907029823188672
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,rule_baseline,failures_delta,-384.98704202422175,-381.0000000000009
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,rule_baseline,gmv_at_risk,-15050.503009306733,109421.51955652097
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,rule_baseline,p95_latency_delta_ms,-13.282714742335884,0.0
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,independent_ml,success_rate_delta_pp,0.07638152967659462,0.06048248419746605
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,independent_ml,timeout_rate_delta_pp,-0.029582492841858602,-0.022907029823188672
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,independent_ml,failures_delta,-363.96182998925906,-381.0000000000009
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,independent_ml,gmv_at_risk,-92040.87504456518,109421.51955652097
all traffic -30%,traffic_change,2026-01-28,in_range,0.0046433878157503715,21536,independent_ml,p95_latency_delta_ms,-12.902186590286874,0.0
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,rule_baseline,success_rate_delta_pp,-0.0465821850566539,0.06115992618911381
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,rule_baseline,timeout_rate_delta_pp,0.019202309601245963,-0.03452918215055556
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,rule_baseline,failures_delta,401.81486638986576,342.9999999999998
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,rule_baseline,gmv_at_risk,48018.78864846751,-97984.56289257482
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,rule_baseline,p95_latency_delta_ms,68.11981281532098,65.0
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,independent_ml,success_rate_delta_pp,-0.10866241824156742,0.06115992618911381
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,independent_ml,timeout_rate_delta_pp,0.045130748120629505,-0.03452918215055556
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,independent_ml,failures_delta,391.3419824732405,342.9999999999998
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,independent_ml,gmv_at_risk,197759.9571338091,-97984.56289257482
all traffic +30%,traffic_change,2026-01-28,in_range,0.002987303958177745,40170,independent_ml,p95_latency_delta_ms,65.75939225480761,65.0
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,rule_baseline,success_rate_delta_pp,-1.747978387278326,-3.7554273928058213
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,rule_baseline,timeout_rate_delta_pp,0.42613230903236177,3.5805202723287652
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,rule_baseline,failures_delta,2002.4340493488994,3088.9999999999977
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,rule_baseline,gmv_at_risk,3220234.7065798854,6493691.79706502
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,rule_baseline,p95_latency_delta_ms,1169.7692653906333,4995.0
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,independent_ml,success_rate_delta_pp,-1.73731300776917,-3.7554273928058213
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,independent_ml,timeout_rate_delta_pp,1.1773263316208988,3.5805202723287652
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,independent_ml,failures_delta,1901.3987579412342,3088.9999999999977
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,independent_ml,gmv_at_risk,2706904.7862363867,6493691.79706502
all traffic +80%,traffic_change,2026-01-28,in_range,0.02613377067883628,56096,independent_ml,p95_latency_delta_ms,1434.0576449041719,4995.0
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,rule_baseline,success_rate_delta_pp,-5.7789362928334365,-16.959111111192946
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,rule_baseline,timeout_rate_delta_pp,1.397907846981884,16.21169103310373
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,rule_baseline,failures_delta,5496.7021842853355,13107.000000000002
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,rule_baseline,gmv_at_risk,12966756.621165108,35290083.911596425
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,rule_baseline,p95_latency_delta_ms,2641.2905769746876,15833.0
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,independent_ml,success_rate_delta_pp,-4.883267943671255,-16.959111111192946
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,independent_ml,timeout_rate_delta_pp,3.549788268920316,16.21169103310373
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,independent_ml,failures_delta,4739.606881814532,13107.000000000002
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,independent_ml,gmv_at_risk,9755848.139582606,35290083.911596425
all traffic +120%,traffic_change,2026-01-28,out_of_range,0.1181093178206418,68589,independent_ml,p95_latency_delta_ms,3315.482203604244,15833.0
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,rule_baseline,success_rate_delta_pp,0.03656458107708094,0.09892076406514683
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,rule_baseline,timeout_rate_delta_pp,0.06443601337298849,0.025031764372993905
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,rule_baseline,failures_delta,244.5901294102589,210.99999999999955
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,rule_baseline,gmv_at_risk,-98470.4997491939,-82714.87724365946
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,rule_baseline,p95_latency_delta_ms,-105.80088343070838,-154.0
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,independent_ml,success_rate_delta_pp,-0.007031518540745463,0.09892076406514683
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,independent_ml,timeout_rate_delta_pp,0.07355320944281168,0.025031764372993905
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,independent_ml,failures_delta,236.89577669625874,210.99999999999955
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,independent_ml,gmv_at_risk,8268.505752934143,-82714.87724365946
UPI traffic +30%,traffic_change,2026-01-28,in_range,0.002962922692182233,36788,independent_ml,p95_latency_delta_ms,-109.14958450902577,-154.0
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,rule_baseline,success_rate_delta_pp,-0.33497778491511365,-0.6236066077823343
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,rule_baseline,timeout_rate_delta_pp,0.2513529812384945,0.8595049045066121
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,rule_baseline,failures_delta,849.6322663601841,961.0
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,rule_baseline,gmv_at_risk,329646.5155815799,679059.6378304288
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,rule_baseline,p95_latency_delta_ms,82.59209545538306,306.0
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,independent_ml,success_rate_delta_pp,-0.49680171202226564,-0.6236066077823343
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,independent_ml,timeout_rate_delta_pp,0.47981666121902355,0.8595049045066121
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,independent_ml,failures_delta,863.222864650699,961.0
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,independent_ml,gmv_at_risk,515535.0938319955,679059.6378304288
UPI traffic +80%,traffic_change,2026-01-28,in_range,0.0028190778483127297,47888,independent_ml,p95_latency_delta_ms,215.35700401446593,306.0
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,rule_baseline,success_rate_delta_pp,-0.04982647671035734,-0.01885606782295879
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,rule_baseline,timeout_rate_delta_pp,-0.11047322871554285,-0.09574263342118239
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,rule_baseline,failures_delta,267.37398911305854,245.9999999999984
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,rule_baseline,gmv_at_risk,39403.72161209397,-76776.15847915504
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,rule_baseline,p95_latency_delta_ms,6.5775047797778825,15.0
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,independent_ml,success_rate_delta_pp,-0.13123770403301593,-0.01885606782295879
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,independent_ml,timeout_rate_delta_pp,-0.07016909915448329,-0.09574263342118239
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,independent_ml,failures_delta,274.55449263047285,245.9999999999984
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,independent_ml,gmv_at_risk,193493.18692020793,-76776.15847915504
CARD traffic +80%,traffic_change,2026-01-28,in_range,0.0037494550210725184,34405,independent_ml,p95_latency_delta_ms,8.171978266593214,15.0
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,rule_baseline,success_rate_delta_pp,0.04081492181999824,-0.006412928463783718
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,rule_baseline,timeout_rate_delta_pp,0.04723093213534601,0.03206464231891495
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,rule_baseline,failures_delta,-12.72894966800277,2.0000000000002274
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,rule_baseline,gmv_at_risk,-63658.204300193116,606841.5700000003
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,rule_baseline,p95_latency_delta_ms,-31.060036634305106,-46.0
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,independent_ml,success_rate_delta_pp,0.012735356383919427,-0.006412928463783718
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,independent_ml,timeout_rate_delta_pp,0.038771552966832164,0.03206464231891495
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,independent_ml,failures_delta,-3.971775595452982,2.0000000000002274
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,independent_ml,gmv_at_risk,101312.81978818215,606841.5700000003
20% CARD -> UPI,method_shift,2026-01-28,in_range,0.003289473684210526,1520,independent_ml,p95_latency_delta_ms,-28.22545576772427,-46.0
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,rule_baseline,success_rate_delta_pp,0.10829028577996613,0.03206464231891859
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,rule_baseline,timeout_rate_delta_pp,0.14262443065630406,0.09940039118863618
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,rule_baseline,failures_delta,-33.77249142619803,-10.000000000001137
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,rule_baseline,gmv_at_risk,-184664.25793052372,684965.79
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,rule_baseline,p95_latency_delta_ms,-104.55546440461512,-114.0
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,independent_ml,success_rate_delta_pp,0.03966844783197532,0.03206464231891859
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,independent_ml,timeout_rate_delta_pp,0.11661304839284785,0.09940039118863618
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,independent_ml,failures_delta,-12.371398825358028,-10.000000000001137
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,independent_ml,gmv_at_risk,224679.95578585286,684965.79
60% CARD -> UPI,method_shift,2026-01-28,in_range,0.002632156174599693,4559,independent_ml,p95_latency_delta_ms,-90.53749726065053,-114.0
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,rule_baseline,success_rate_delta_pp,-0.08951887387173008,-0.041684035014588616
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,rule_baseline,timeout_rate_delta_pp,-0.135456930654807,-0.1507038188989002
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,rule_baseline,failures_delta,27.91825119437658,12.999999999999773
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,rule_baseline,gmv_at_risk,66559.04586184025,42987.89999999944
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,rule_baseline,p95_latency_delta_ms,79.51427218631397,82.0
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,independent_ml,success_rate_delta_pp,-0.04641128704923059,-0.041684035014588616
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,independent_ml,timeout_rate_delta_pp,-0.11083126112275522,-0.1507038188989002
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,independent_ml,failures_delta,14.47428809204348,12.999999999999773
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,independent_ml,gmv_at_risk,13387.184556698427,42987.89999999944
20% UPI -> CARD,method_shift,2026-01-28,in_range,0.004685196883554433,18996,independent_ml,p95_latency_delta_ms,62.6259261219584,82.0
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,rule_baseline,success_rate_delta_pp,0.10363444789479592,0.08978099849296095
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,rule_baseline,timeout_rate_delta_pp,0.04091250202723079,0.04168403501458931
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,rule_baseline,failures_delta,-32.32047526494989,-27.999999999999773
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,rule_baseline,gmv_at_risk,-218825.26624876726,-157245.43000000063
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,rule_baseline,p95_latency_delta_ms,-330.77801191728986,-468.0
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,independent_ml,success_rate_delta_pp,0.06204157463912674,0.08978099849296095
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,independent_ml,timeout_rate_delta_pp,0.032648689807885344,0.04168403501458931
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,independent_ml,failures_delta,-19.348905882704457,-27.999999999999773
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,independent_ml,gmv_at_risk,-44490.53358107712,-157245.43000000063
50% NETBANKING -> UPI,method_shift,2026-01-28,in_range,0.0007836990595611285,1276,independent_ml,p95_latency_delta_ms,-330.78748923770036,-468.0
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,rule_baseline,success_rate_delta_pp,-0.5538430374607772,-0.3495046012761738
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,rule_baseline,timeout_rate_delta_pp,-0.19184991930036172,-0.20842017507294708
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,rule_baseline,failures_delta,172.72702809289262,109.00000000000023
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,rule_baseline,gmv_at_risk,357409.8277286496,257972.55000000075
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,rule_baseline,p95_latency_delta_ms,1165.8548237465875,1184.0
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,independent_ml,success_rate_delta_pp,-0.32222633392171574,-0.3495046012761738
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,independent_ml,timeout_rate_delta_pp,-0.160621304772246,-0.20842017507294708
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,independent_ml,failures_delta,100.4927267601654,109.00000000000023
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,independent_ml,gmv_at_risk,209657.1611795174,257972.55000000075
30% UPI -> NETBANKING,method_shift,2026-01-28,in_range,0.004706974277380005,30168,independent_ml,p95_latency_delta_ms,1048.1804828319564,1184.0
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,rule_baseline,success_rate_delta_pp,-0.03131185060863961,-0.009619392695670026
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,rule_baseline,timeout_rate_delta_pp,0.008051454945759949,0.009619392695674363
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,rule_baseline,failures_delta,9.765226849316377,2.9999999999986358
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,rule_baseline,gmv_at_risk,30457.339805968106,3810.839999999851
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,rule_baseline,p95_latency_delta_ms,92.42435435294465,105.0
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,independent_ml,success_rate_delta_pp,-0.024637240368585722,-0.009619392695670026
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,independent_ml,timeout_rate_delta_pp,0.007310781272462305,0.009619392695674363
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,independent_ml,failures_delta,7.6836161537507905,2.9999999999986358
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,independent_ml,gmv_at_risk,48471.714747971855,3810.839999999851
route 25% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.0015097690941385435,22520,independent_ml,p95_latency_delta_ms,91.39980443328295,105.0
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,rule_baseline,success_rate_delta_pp,-1.6660352019167934,-4.069003110270297
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,rule_baseline,timeout_rate_delta_pp,0.3856788035929707,3.8221053644146603
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,rule_baseline,failures_delta,519.5863984217904,1268.9999999999977
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,rule_baseline,gmv_at_risk,1737152.7024737196,4085540.0200000005
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,rule_baseline,p95_latency_delta_ms,1275.6548271117854,7751.0
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,independent_ml,success_rate_delta_pp,-1.6246962276741495,-4.069003110270297
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,independent_ml,timeout_rate_delta_pp,1.1052214855816755,3.8221053644146603
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,independent_ml,failures_delta,506.694012524737,1268.9999999999977
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,independent_ml,gmv_at_risk,1517104.8874668228,4085540.0200000005
route 75% gateway_a -> gateway_b,routing_change,2026-01-28,in_range,0.03027490497657562,22626,independent_ml,p95_latency_delta_ms,1727.5438376030952,7751.0
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,rule_baseline,success_rate_delta_pp,-0.38473784005569334,-0.7823772725815248
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,rule_baseline,timeout_rate_delta_pp,0.09721157844827834,0.6477057748420816
route 50% gateway_a -> gateway_c,routing_change,2026-01-28,in_range,0.00796812749003984,19076,rule_baseline,failures_delta,119.98819017816913,244.00000000000023
